Singles (2003),"""Looking For Love"""," ""Single Life"""," ""Twentysomething Life""",,,,,,
Pitch Perfect 2 (2015),"""Americans Abroad"""," ""College Life"""," ""Contests"," Pageants and Competitions"""," ""Culture Clash""",,,,
Bottle Shock (2008),"""Contests"," Pageants and Competitions"""," ""Fathers and Sons"""," ""Underdogs""",,,,,
First Position (2011),"""Contests"," Pageants and Competitions"""," ""Dancer's Life"""," ""In Training"""," ""Teachers and Students""",,,,
The Eagle Huntress (2016),"""Cinderella Stories"""," ""Contests"," Pageants and Competitions"""," ""Fathers and Daughters""",,,,,
Abbott and Costello Meet Frankenstein (1948),"""Mad Scientists"""," ""Dangerous Friends"""," ""Nothing Goes Right"""," ""Race Against Time"""," ""Werewolves""",,,,
"The Unexplained: Witches, Werewolves & Vampires (1999)","""Vampires"""," ""Werewolves""",,,,,,,
The Rocket (2013),"""Contests"," Pageants and Competitions"""," ""Curses and Spells""",,,,,,
An American Werewolf in London (1981),"""Werewolves"""," ""Americans Abroad"""," ""Race Against Time""",,,,,,
Chevalier (2015),"""Contests"," Pageants and Competitions"""," ""Men's Friendship"""," ""Success is the Best Revenge""",,,,,
Werewolf (1987),"""Obsessive Quests"""," ""Werewolves""",,,,,,,
North Face (2008),"""Contests"," Pageants and Competitions"""," ""Obsessive Quests""",,,,,,
The Monster Squad (1987),"""Heroic Mission"""," ""Mischievous Children"""," ""Mummies"""," ""Vampires"""," ""Werewolves""",,,,
Silver Linings Playbook (2012),"""Mental Illness"""," ""Starting Over"""," ""Contests"," Pageants and Competitions"""," ""Fathers and Sons"""," ""Breakups and Divorces""",,,
Ginger Snaps (2000),"""Suburban Dysfunction"""," ""Werewolves""",,,,,,,
...So Goes the Nation (2006),"""Contests"," Pageants and Competitions"""," ""Heads of State""",,,,,,
Night Watch (2004),"""Chosen One"""," ""Metamorphosis"""," ""Vampires"""," ""Werewolves"""," ""Wizards and Magicians""",,,,
Late Phases (2014),"""Fathers and Sons"""," ""Werewolves"""," ""When Animals Attack""",,,,,,
Little Miss Sunshine (2006),"""Contests"," Pageants and Competitions"""," ""Eccentric Families"""," ""Suburban Dysfunction"""," ""Dysfunctional Families"""," ""Parenthood""",,,
Girl Model (2011),"""Contests"," Pageants and Competitions"""," ""Culture Clash""",,,,,,
Mascots (2016),"""Contests"," Pageants and Competitions"""," ""Down on Their Luck"""," ""Intersecting Lives"""," ""Misfits and Outsiders""",,,,
The Dark Horse (2014),"""Class Differences"""," ""Coaches and Players"""," ""Contests"," Pageants and Competitions"""," ""In Training"""," ""Underdogs"""," ""Unlikely Heroes""",,
Underworld: Awakening (2012),"""Feuds"""," ""Time Sleepers"""," ""Vampires"""," ""Werewolves""",,,,,
Underworld (2003),"""Feuds"""," ""Vampires"""," ""Werewolves""",,,,,,
National Velvet (1944),"""Horses"""," ""Contests"," Pageants and Competitions"""," ""Talented Animals"""," ""Redemption""",,,,
The Foot Fist Way (2006),"""Bullies"""," ""Breakups and Divorces"""," ""Contests"," Pageants and Competitions"""," ""Infidelity""",,,,
Scream of the Wolf (1974),"""Werewolves""",,,,,,,,
The Company of Wolves (1984),"""Dangerous Attraction"""," ""Werewolves"""," ""Haunted By the Past"""," ""Woman In Jeopardy""",,,,,
Speed Racer (2008),"""Car Racing"""," ""Contests"," Pageants and Competitions"""," ""Death in the Family"""," ""Heroic Mission"""," ""Hotshots""",,,
The Hunger Games (2012),"""Contests"," Pageants and Competitions"""," ""Future Dystopias"""," ""Post-Apocalypse""",,,,,
The Werewolf (1956),"""Experiments Gone Awry"""," ""Werewolves""",,,,,,,
Irrational Man (2015),"""Existential Crisis"""," ""Love Triangles"""," ""Romantic Betrayal"""," ""Romantic Misunderstandings"""," ""Teachers and Students"""," ""Workplace Romance""",,,
No Strings Attached (2011),"""Faltering Friendships"""," ""Opposites Attract"""," ""Romantic Misunderstandings"""," ""Workplace Romance""",,,,,
Lars and the Real Girl (2007),"""Misfits and Outsiders"""," ""Romantic Misunderstandings"""," ""Small-Town Life"""," ""Forbidden Love""",,,,,
Coffee Date (2006),"""Nothing Goes Right"""," ""Romantic Misunderstandings""",,,,,,,
Adventureland (2009),"""Existential Crisis"""," ""First Love"""," ""Romantic Misunderstandings"""," ""Teen Angst"""," ""Workplace Romance""",,,,
Convention Girl (1935),"""Romantic Misunderstandings"""," ""Single Life""",,,,,,,
Before We Go (2014),"""Breakups and Divorces"""," ""Finding a Way Back Home"""," ""Musician's Life"""," ""Opposites Attract"""," ""Romantic Betrayal"""," ""Romantic Misunderstandings"""," ""Unlikely Friendships""",,
Friends With Benefits (2011),"""Opposites Attract"""," ""Romantic Misunderstandings"""," ""Workplace Romance""",,,,,,
The DUFF (2015),"""High School Life"""," ""Cinderella Stories"""," ""Cliques"""," ""Date from Hell"""," ""Party Film"""," ""Romantic Misunderstandings"""," ""Teachers and Students"""," ""Teen Angst"""," ""Unlikely Friendships"""
Christine (2016),"""Mental Breakdown"""," ""Misfits and Outsiders"""," ""Romantic Misunderstandings"""," ""Suicide""",,,,,
Sleeping With Other People (2015),"""Battle of the Sexes"""," ""Playing the Field"""," ""Romantic Misunderstandings""",,,,,,
About Time (2013),"""Death of a Parent"""," ""Discovering One's Heritage"""," ""Fantasy Life"""," ""Race Against Time"""," ""Romantic Misunderstandings"""," ""Serendipity"""," ""Supernatural Romance"""," ""Time Travel""",
Adam & Steve (2005),"""Single Life"""," ""Nothing Goes Right"""," ""Romantic Misunderstandings"""," ""Thirtysomething Life"""," ""Playing the Field""",,,,
The Dude Ranger (1934),"""Ranchers"""," ""Romantic Misunderstandings""",,,,,,,
The Trouble With Romance (2007),"""Foibles of Marriage"""," ""Romantic Misunderstandings""",,,,,,,
Pitch Perfect (2012),"""College Life"""," ""Contests"," Pageants and Competitions"""," ""Ladder to the Top"""," ""New Kid in Town"""," ""Romantic Misunderstandings"""," ""Unlikely Friendships"""," ""Women's Friendship""",
Bolero (1984),"""First Love"""," ""Romantic Misunderstandings"""," ""Sexual Awakening""",,,,,,
The Mostly Unfabulous Social Life of Ethan Green (2005),"""Playing the Field"""," ""Single Life"""," ""Mothers and Sons"""," ""Romantic Misunderstandings"""," ""Unrequited Love""",,,,
Four Lovers (2010),"""Forbidden Love"""," ""Romantic Misunderstandings"""," ""Self-Destructive Romance""",,,,,,
Eyes Wide Open (2009),"""Forbidden Love"""," ""Crisis of Faith"""," ""Questioning Sexuality"""," ""Religious Zealotry"""," ""Sexual Awakening""",,,,
Chalet Girl (2010),"""Romantic Misunderstandings""",,,,,,,,
Carol (2015),"""Breakups and Divorces"""," ""Crumbling Marriages"""," ""Forbidden Love"""," ""Infidelity"""," ""Sexual Awakening""",,,,
The Scarlet Letter (1926),"""Forbidden Love"""," ""Infidelity"""," ""Self-Destructive Romance""",,,,,,
The Lady and the Duke (2001),"""Political Unrest"""," ""Forbidden Love""",,,,,,,
Brokeback Mountain (2005),"""Forbidden Love"""," ""Sexual Awakening"""," ""Star-Crossed Lovers"""," ""Infidelity"""," ""Keeping a Secret""",,,,
William Shakespeare's Romeo + Juliet (1996),"""First Love"""," ""Star-Crossed Lovers"""," ""Death in the Family"""," ""Feuds"""," ""Forbidden Love"""," ""Sexual Awakening"""," ""Street Gangs""",,
Romeo and Juliet (1968),"""Feuds"""," ""Forbidden Love"""," ""Star-Crossed Lovers""",,,,,,
Warm Bodies (2013),"""Forbidden Love"""," ""Unlikely Friendships"""," ""Zombies""",,,,,,
Lolita (1962),"""Age Disparity Romance"""," ""Self-Destructive Romance"""," ""Midlife Crises"""," ""Forbidden Love""",,,,,
Tears of the Black Tiger (2000),"""Class Differences"""," ""Forbidden Love""",,,,,,,
The Graduate (1967),"""Age Disparity Romance"""," ""Love Triangles"""," ""Sexual Awakening"""," ""Generation Gap"""," ""Suburban Dysfunction"""," ""Dropping Out"""," ""Existential Crisis"""," ""Forbidden Love"""," ""Infidelity"""
Rules Don't Apply (2016),"""Filmmaking"""," ""Forbidden Love"""," ""Tortured Genius""",,,,,,
The Book of Life (2014),"""Forbidden Love"""," ""Love Triangles""",,,,,,,
Story of the Late Chrysanthemums (1939),"""Actor's Life"""," ""Forbidden Love"""," ""Star-Crossed Lovers"""," ""Down on Their Luck"""," ""Fathers and Sons""",,,,
Loving (2016),"""Fighting the System"""," ""Forbidden Love"""," ""Race Relations"""," ""Social Injustice""",,,,,
The Thorn Birds [TV Miniseries] (1983),"""Forbidden Love"""," ""Members of the Clergy"""," ""Star-Crossed Lovers""",,,,,,
The Seventh Stream (2001),"""Metamorphosis"""," ""Forbidden Love""",,,,,,,
The Crime of Padre Amaro (2002),"""Crisis of Conscience"""," ""Forbidden Love"""," ""Innocence Lost"""," ""Self-Destructive Romance"""," ""Social Injustice""",,,,
The Fish Child (2009),"""Forbidden Love"""," ""Keeping a Secret"""," ""Obsessive Quests""",,,,,,
Twilight (2008),"""Forbidden Love"""," ""Vampires""",,,,,,,
Asylum (1972),"""Mad Scientists"""," ""Renegade Body Parts"""," ""Robots and Androids"""," ""Toys Come to Life""",,,,,
Blue Is the Warmest Color (2013),"""Forbidden Love""",,,,,,,,
Body Parts (1991),"""Renegade Body Parts""",,,,,,,,
Blood Diner (1987),"""Cannibals"""," ""Renegade Body Parts""",,,,,,,
The Brain (1962),"""Renegade Body Parts""",,,,,,,,
The Beast with Five Fingers (1946),"""Renegade Body Parts""",,,,,,,,
The Man without a Body (1957),"""Renegade Body Parts""",,,,,,,,
Dead Doll (2004),"""Demonic Possession"""," ""Hide the Dead Body"""," ""Renegade Body Parts""",,,,,,
Bride of Re-Animator (1990),"""Experiments Gone Awry"""," ""Mad Scientists"""," ""Mutants"""," ""Renegade Body Parts"""," ""Zombies""",,,,
Evil Dead 2: Dead by Dawn (1987),"""Curses and Spells"""," ""Demonic Possession"""," ""Renegade Body Parts""",,,,,,
The Eye (2008),"""Ghosts"""," ""Psychic Abilities"""," ""Renegade Body Parts"""," ""Woman In Jeopardy""",,,,,
The Lady and the Monster (1944),"""Mad Scientists"""," ""Mind Games"""," ""Psychic Abilities"""," ""Renegade Body Parts""",,,,,
Body Bags (1993),"""Renegade Body Parts"""," ""Woman In Jeopardy"""," ""Serial Killers""",,,,,,
The Return of the Living Dead (1985),"""Cannibals"""," ""Renegade Body Parts"""," ""Zombies""",,,,,,
How to Get Ahead in Advertising (1989),"""Office Politics"""," ""Renegade Body Parts""",,,,,,,
Return of the Living Dead Part II (1988),"""Zombies"""," ""Cannibals"""," ""Renegade Body Parts""",,,,,,
The Eye (2002),"""Ghosts"""," ""Psychic Abilities"""," ""Renegade Body Parts"""," ""Woman In Jeopardy""",,,,,
Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb (1964),"""Race Against Time"""," ""End of the World"""," ""Renegade Body Parts"""," ""War in the Sky""",,,,,
Frankenstein: The True Story (1973),"""Experiments Gone Awry"""," ""Mad Scientists"""," ""Renegade Body Parts""",,,,,,
Idle Hands (1999),"""Renegade Body Parts"""," ""Demonic Possession""",,,,,,,
The Brain That Wouldn't Die (1959),"""Mad Scientists"""," ""Renegade Body Parts"""," ""Woman In Jeopardy"""," ""Out For Revenge""",,,,,
Dead Alive (1992),"""Cannibals"""," ""Mothers and Sons"""," ""Renegade Body Parts"""," ""Zombies""",,,,,
The Hand (1981),"""Renegade Body Parts""",,,,,,,,
Killer Tongue (1996),"""Mutants"""," ""Renegade Body Parts""",,,,,,,
Million Dollar Baby (2004),"""Unlikely Friendships"""," ""Boxers"""," ""Mentors"""," ""Redemption"""," ""Tomboys""",,,,
Rocky (1976),"""Boxers"""," ""Underdogs"""," ""Redemption""",,,,,,
Volver (2006),"""Hide the Dead Body"""," ""Keeping a Secret"""," ""Mothers and Daughters"""," ""Redemption""",,,,,
Venus (2006),"""Age Disparity Romance"""," ""Golden Years"""," ""Existential Crisis"""," ""Men's Friendship"""," ""Redemption""",,,,
Live Die Repeat: Edge of Tomorrow (2014),"""Evil Aliens"""," ""Redemption"""," ""Time Travel""",,,,,,
The Shawshank Redemption (1994),"""Miscarriage of Justice"""," ""Prison Life"""," ""Redemption"""," ""Unlikely Friendships"""," ""Escape From Prison""",,,,
Drugstore Cowboy (1989),"""Drug Addiction"""," ""Redemption"""," ""Starting Over""",,,,,,
The Lion King (1994),"""Haunted By the Past"""," ""Redemption"""," ""Death of a Parent"""," ""Fathers and Sons""",,,,,
The Diving Bell and the Butterfly (2007),"""Redemption"""," ""Living With Disability"""," ""Doctors and Patients"""," ""Writer's Life""",,,,,
Raging Bull (1980),"""Boxers"""," ""Redemption"""," ""Sibling Relationships"""," ""All Washed Up"""," ""Domestic Abuse""",,,,
Sling Blade (1996),"""Haunted By the Past"""," ""Southern Gothic"""," ""Domestic Abuse"""," ""Mental Illness"""," ""Redemption""",,,,
The Music Man (1962),"""Cons and Scams"""," ""Mischievous Children"""," ""Mothers and Sons"""," ""Redemption"""," ""Single Parents"""," ""Small-Town Life""",,,
Exotica (1994),"""Haunted By the Past"""," ""Voyeurs"""," ""Redemption""",,,,,,
Suicide Squad (2016),"""Criminal's Revenge"""," ""Death Row"""," ""Heroic Mission"""," ""Prison Life"""," ""Redemption"""," ""Women in Prison""",,,
Bad Santa (2003),"""Cons and Scams"""," ""Unlikely Friendships"""," ""Redemption""",,,,,,
Magnolia (1999),"""Intersecting Lives"""," ""Fathers and Sons"""," ""Haunted By the Past"""," ""Fathers and Daughters"""," ""Redemption"""," ""Child Prodigies"""," ""Dysfunctional Families"""," ""Estrangement"""," ""Existential Crisis"""
Schindler's List (1993),"""Crimes Against Humanity"""," ""Switching Sides"""," ""Redemption"""," ""Righting the Wronged""",,,,,
Unforgiven (1992),"""Out For Revenge"""," ""Bounty Hunters"""," ""Sheriffs and Outlaws"""," ""Redemption""",,,,,
Good Will Hunting (1997),"""Haunted By the Past"""," ""Underdogs"""," ""Class Differences"""," ""Child Prodigies"""," ""College Life"""," ""Mentors"""," ""Therapy"""," ""Redemption""",
Ben-Hur (1959),"""Faltering Friendships"""," ""Message From God"""," ""Redemption""",,,,,,
Short Cuts (1993),"""Intersecting Lives"""," ""Crumbling Marriages"""," ""Redemption"""," ""Faltering Friendships"""," ""Fathers and Sons"""," ""Mothers and Daughters""",,,
As Good As It Gets (1997),"""Opposites Attract"""," ""Redemption"""," ""Age Disparity Romance"""," ""Looking For Love"""," ""Single Parents"""," ""Unlikely Friendships""",,,
Birdman (2014),"""Actor's Life"""," ""Down on Their Luck"""," ""Redemption"""," ""Underdogs""",,,,,
Rashomon (1951),"""Redemption""",,,,,,,,
The Sweet Hereafter (1997),"""Haunted By the Past"""," ""Fathers and Daughters"""," ""Death of a Child"""," ""Redemption"""," ""Infidelity""",,,,
The Lost Weekend (1945),"""Alcoholism"""," ""Rise and Fall Stories"""," ""Work Ethics"""," ""Redemption""",,,,,
The Lord of the Rings: The Two Towers (2002),"""Heroic Mission"""," ""Fantasy Lands"""," ""Race Against Time"""," ""Wizards and Magicians""",,,,,
Now You See Me (2013),"""Bank Robbery"""," ""Miraculous Events"""," ""Wizards and Magicians""",,,,,,
The Lord of the Rings: The Fellowship of the Ring (2001),"""Heroic Mission"""," ""Wizards and Magicians"""," ""Fantasy Lands""",,,,,,
Harry Potter and the Order of the Phoenix (2007),"""Boarding School Life"""," ""Wizards and Magicians""",,,,,,,
Harry Potter and the Goblet of Fire (2005),"""Boarding School Life"""," ""Wizards and Magicians""",,,,,,,
Is Anybody There? (2008),"""Unlikely Friendships"""," ""Facing Death"""," ""Golden Years"""," ""Obsessive Quests"""," ""Wizards and Magicians""",,,,
Harry Potter and the Sorcerer's Stone (2001),"""Wizards and Magicians"""," ""Boarding School Life"""," ""Heroic Mission"""," ""Witches""",,,,,
Howl's Moving Castle (2004),"""Wizards and Magicians"""," ""Curses and Spells"""," ""Journey of Self-Discovery"""," ""Witches""",,,,,
The Lord of the Rings: The Return of the King (2003),"""Heroic Mission"""," ""Curses and Spells"""," ""Fantasy Lands"""," ""Race Against Time"""," ""Wizards and Magicians""",,,,
Harry Potter and the Chamber of Secrets (2002),"""Wizards and Magicians"""," ""Boarding School Life"""," ""Heroic Mission"""," ""Mischievous Children"""," ""Daring Rescues""",,,,
The Hobbit: The Desolation of Smaug (2013),"""Heroic Mission"""," ""Mythical Creatures"""," ""Wizards and Magicians""",,,,,,
Warcraft (2016),"""Heroic Mission"""," ""Wizards and Magicians""",,,,,,,
Kubo and the Two Strings (2016),"""Curses and Spells"""," ""Discovering One's Heritage"""," ""Fantasy Lands"""," ""Great Battles"""," ""Heroic Mission"""," ""Journey of Self-Discovery"""," ""Mothers and Sons"""," ""Mythical Creatures"""," ""Protecting the Innocent"""
Harry Potter and the Prisoner of Azkaban (2004),"""Wizards and Magicians"""," ""Boarding School Life"""," ""Mythical Creatures"""," ""Witches"""," ""Escape From Prison""",,,,
The Man Who Could Work Miracles (1936),"""Fighting the System"""," ""Wishes Come True"""," ""Wizards and Magicians""",,,,,,
The Illusionist (2006),"""Love Triangles"""," ""Wizards and Magicians"""," ""Crowned Heads"""," ""Murder Investigations""",,,,,
The Prestige (2006),"""Keeping a Secret"""," ""Wizards and Magicians""",,,,,,,
Doctor Strange (2016),"""Curses and Spells"""," ""Fantasy Lands"""," ""Heroic Mission"""," ""Wizards and Magicians""",,,,,
"Harry Potter and the Deathly Hallows, Part 2 (2011)","""Boarding School Life"""," ""Wizards and Magicians""",,,,,,,
Now You See Me 2 (2016),"""Crime Sprees"""," ""Dishonor Among Thieves"""," ""Priceless Artifacts and Prized Objects"""," ""Race Against Time"""," ""Wizards and Magicians""",,,,
Helter Skelter (1976),"""Murder Investigations"""," ""Crime Sprees"""," ""Serial Killers"""," ""Cults"""," ""Dangerous Friends""",,,,
Bad Company (1972),"""Crime Sprees"""," ""Cons and Scams"""," ""Sheriffs and Outlaws""",,,,,,
Billy the Kid (1930),"""Crime Sprees"""," ""Sheriffs and Outlaws""",,,,,,,
Psycho Beach Party (2000),"""Crime Sprees"""," ""Split Personalities"""," ""Haunted By the Past"""," ""Serial Killers"""," ""Sexual Awakening"""," ""Evil Children""",,,
Baise-Moi (2000),"""Thrill Crime"""," ""Women's Friendship"""," ""Crime Sprees"""," ""Femmes Fatales""",,,,,
Gun Crazy (1949),"""Lovers on the Lam"""," ""Crime Sprees"""," ""Self-Destructive Romance""",,,,,,
Into the Abyss (2011),"""Crime Sprees"""," ""Facing Death""",,,,,,,
Guerrilla: The Taking of Patty Hearst (2003),"""Crime Sprees"""," ""Kidnapping"""," ""Political Unrest"""," ""Rise and Fall Stories"""," ""Terrorism""",,,,
Man Bites Dog (1991),"""Crime Sprees"""," ""Members of the Press""",,,,,,,
Bonnie and Clyde (1967),"""Bank Robbery"""," ""Crime Sprees"""," ""Lovers on the Lam""",,,,,,
They Live by Night (1949),"""Lovers on the Lam"""," ""Going Straight"""," ""Crime Sprees"""," ""One Last Heist"""," ""Star-Crossed Lovers""",,,,
